"userId","movieId","rating"
"3","2018","4"
"3","2028","4"
"3","2034","4"
"3","2046","5"
"3","2053","3"
"3","2054","4"
"3","2076","5"
"3","2093","5"
"3","2105","4"
"3","2117","5"
"3","2118","5"
"3","2140","4"
"3","2150","5"
"3","2236","4"
"3","2288","5"
"3","2311","4"
"3","2329","4"
"3","2366","4"
"3","2371","4"
"3","2391","5"
"3","2407","4"
"3","2428","4"
"3","2448","5"
"3","2455","4"
"3","2505","4"
"3","2528","4"
"3","2529","5"
"3","2530","4"
"3","2531","3"
"3","2532","4"
"3","2533","3"
"3","2541","1"
"3","2551","4"
"3","2567","3"
"3","2571","5"
"3","2574","3"
"3","2613","4"
"3","2615","4"
"3","2628","5"
"3","2640","4"
"3","2642","3"
"3","2643","1"
"3","2657","3"
"3","2662","3"
"3","2668","4"
"3","2676","1"
"3","2694","4"
"3","2699","3"
"3","2710","5"
"3","2722","4"
"3","2750","4"
"3","2788","5"
"3","2791","5"
"3","2797","4"
"3","2808","4"
"3","2857","3"
"3","2872","5"
"3","2900","3"
"3","2901","3"
"3","2916","4"
"3","2918","5"
"3","2947","4"
"3","2948","4"
"3","2949","4"
"3","2968","5"
"3","2985","5"
"3","2986","2"
"3","3033","5"
"3","3039","5"
"3","3070","4"
"3","3072","4"
"3","3098","4"
"3","3142","4"
"3","5060","5"
"4","6","3"
"4","10","4"
"4","19","3"
"4","32","1"
"4","165","3"
"4","329","3"
"4","350","4"
"4","356","4"
"4","367","3"
"4","368","4"
"4","370","4"
"4","377","4"
"4","380","3"
"4","420","3"
"4","431","4"
"4","440","3"
"4","454","5"
"4","480","4"
"4","489","4"
"4","519","3"
"4","520","4"
"4","531","3"
"4","548","3"
"4","586","4"
"4","589","4"
"4","594","4"
"4","596","4"
"4","733","5"
"5","2","3"
"5","11","5"
"5","17","3"
"5","60","3"
"5","62","5"
"5","104","2"
"5","110","4"
"5","140","2"
"5","141","5"
"5","150","5"
"5","224","2"
"5","235","3"
"5","260","5"
"5","282","4"
"5","316","4"
"5","318","5"
"5","350","4"
"5","364","5"
"5","367","3"
"5","368","5"
"5","370","4"
"5","376","4"
"5","377","5"
"5","380","5"
"5","440","5"
"5","454","5"
"5","457","5"
"5","475","4"
"5","480","4"
"5","491","4"
"5","500","5"
"5","508","5"
"5","515","3"
"5","529","4"
"5","531","5"
"5","587","4"
"5","588","5"
"5","589","5"
"5","590","5"
"5","593","3"
"5","594","5"
"5","595","5"
"5","608","3"
"5","631","3"
"5","648","3"
"5","671","5"
"5","708","3"
"5","720","5"
